"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"KSM00047108","SEOUL CITY, KS","2000-02-01",,,"21","28","11"
"KSM00047108","SEOUL CITY, KS","2000-02-02",,,"27","33","17"
"KSM00047108","SEOUL CITY, KS","2000-02-03","0.06",,"28","36",
"KSM00047108","SEOUL CITY, KS","2000-02-04",,,"29","39","19"
"KSM00047108","SEOUL CITY, KS","2000-02-05",,,"33","39","21"
"KSM00047108","SEOUL CITY, KS","2000-02-06","0.07","1.2","31","36",
"KSM00047108","SEOUL CITY, KS","2000-02-07",,,"26","35",
"KSM00047108","SEOUL CITY, KS","2000-02-08",,,"19","24","15"
"KSM00047108","SEOUL CITY, KS","2000-02-09",,,"23","31","15"
"KSM00047108","SEOUL CITY, KS","2000-02-10",,,"31","38","16"
"KSM00047108","SEOUL CITY, KS","2000-02-11","0.03",,"35","42","30"
"KSM00047108","SEOUL CITY, KS","2000-02-12","0.00",,"36","43","29"
"KSM00047108","SEOUL CITY, KS","2000-02-13",,,"37","44","28"
"KSM00047108","SEOUL CITY, KS","2000-02-14","0.04","0.4","28","38",
"KSM00047108","SEOUL CITY, KS","2000-02-15","0.00",,"22","28","18"
"KSM00047108","SEOUL CITY, KS","2000-02-16",,,"24","32","17"
"KSM00047108","SEOUL CITY, KS","2000-02-17",,,"25","33","17"
"KSM00047108","SEOUL CITY, KS","2000-02-18",,,"30","38","18"
"KSM00047108","SEOUL CITY, KS","2000-02-19",,,"35","45","25"
"KSM00047108","SEOUL CITY, KS","2000-02-20",,,"30","40",
"KSM00047108","SEOUL CITY, KS","2000-02-21",,,"29","38","22"
"KSM00047108","SEOUL CITY, KS","2000-02-22",,,"33","40","22"
"KSM00047108","SEOUL CITY, KS","2000-02-23",,,"31","40",
"KSM00047108","SEOUL CITY, KS","2000-02-24",,,"26","34","20"
"KSM00047108","SEOUL CITY, KS","2000-02-25",,,"30","36","20"
"KSM00047108","SEOUL CITY, KS","2000-02-26",,,"33","39",
"KSM00047108","SEOUL CITY, KS","2000-02-27",,,"35","43",
"KSM00047108","SEOUL CITY, KS","2000-02-28",,,"26","34",
"KSM00047108","SEOUL CITY, KS","2000-02-29",,,"32","40","20"
"KSM00047108","SEOUL CITY, KS","2000-03-01",,,"38","46","26"
"KSM00047108","SEOUL CITY, KS","2000-03-02",,,"41","52",
"KSM00047108","SEOUL CITY, KS","2000-03-03",,,"50","63","34"
"KSM00047108","SEOUL CITY, KS","2000-03-04",,,"45","55",
"KSM00047108","SEOUL CITY, KS","2000-03-05",,,"41","51","35"
"KSM00047108","SEOUL CITY, KS","2000-03-06",,,"35","44",
"KSM00047108","SEOUL CITY, KS","2000-03-07",,,"28",,
"KSM00047108","SEOUL CITY, KS","2000-03-08",,,"31","39","23"
"KSM00047108","SEOUL CITY, KS","2000-03-09",,,"35","42","24"
"KSM00047108","SEOUL CITY, KS","2000-03-10",,,"41","49","26"
"KSM00047108","SEOUL CITY, KS","2000-03-11","0.06",,"40","45",
"KSM00047108","SEOUL CITY, KS","2000-03-12",,,"39","51",
"KSM00047108","SEOUL CITY, KS","2000-03-13",,,"41","51","31"
"KSM00047108","SEOUL CITY, KS","2000-03-14",,,"43","53",
"KSM00047108","SEOUL CITY, KS","2000-03-15",,,"47","57","34"
"KSM00047108","SEOUL CITY, KS","2000-03-16","0.00",,"41","49",
"KSM00047108","SEOUL CITY, KS","2000-03-17","0.00",,"48","56","35"
"KSM00047108","SEOUL CITY, KS","2000-03-18",,,"50","59",
"KSM00047108","SEOUL CITY, KS","2000-03-19","0.02",,"42","50",
"KSM00047108","SEOUL CITY, KS","2000-03-20","0.00",,"46","56","35"
"KSM00047108","SEOUL CITY, KS","2000-03-21",,,"46","54",
"KSM00047108","SEOUL CITY, KS","2000-03-22",,,"52","62","39"
"KSM00047108","SEOUL CITY, KS","2000-03-23","0.05",,"43","50",
"KSM00047108","SEOUL CITY, KS","2000-03-24",,,"40",,
"KSM00047108","SEOUL CITY, KS","2000-03-25",,,"44","52","33"
"KSM00047108","SEOUL CITY, KS","2000-03-26",,,"48","58","36"
"KSM00047108","SEOUL CITY, KS","2000-03-27",,,"58","66","41"
"KSM00047108","SEOUL CITY, KS","2000-03-28","0.05",,"49","60",
"KSM00047108","SEOUL CITY, KS","2000-03-29","0.00",,"46","53","39"
"KSM00047108","SEOUL CITY, KS","2000-03-30","0.00",,"49","58","40"
"KSM00047108","SEOUL CITY, KS","2000-03-31",,,"50",,
"KSM00047108","SEOUL CITY, KS","2000-04-01",,,"52","61","40"
"KSM00047108","SEOUL CITY, KS","2000-04-02",,,"54","62","45"
"KSM00047108","SEOUL CITY, KS","2000-04-03",,,"56","66","46"
"KSM00047108","SEOUL CITY, KS","2000-04-04",,,"57","69",
"KSM00047108","SEOUL CITY, KS","2000-04-05","0.03",,"47","56",
"KSM00047108","SEOUL CITY, KS","2000-04-06","0.00",,"48","57","38"
"KSM00047108","SEOUL CITY, KS","2000-04-07",,,"47","55",
"KSM00047108","SEOUL CITY, KS","2000-04-08",,,"50","63","39"
"KSM00047108","SEOUL CITY, KS","2000-04-09",,,"54","67","43"
"KSM00047108","SEOUL CITY, KS","2000-04-10","0.17",,"40","49",
"KSM00047108","SEOUL CITY, KS","2000-04-11","0.00",,"50","59","35"
"KSM00047108","SEOUL CITY, KS","2000-04-12",,,"54","63","45"
"KSM00047108","SEOUL CITY, KS","2000-04-13",,,"56","66",
"KSM00047108","SEOUL CITY, KS","2000-04-14",,,"56",,"46"
"KSM00047108","SEOUL CITY, KS","2000-04-15",,,"52","65",
"KSM00047108","SEOUL CITY, KS","2000-04-16",,,"53","62","42"
"KSM00047108","SEOUL CITY, KS","2000-04-17",,,"57","68","45"
"KSM00047108","SEOUL CITY, KS","2000-04-18",,,"59","64",
"KSM00047108","SEOUL CITY, KS","2000-04-19","0.19",,"58","68","50"
"KSM00047108","SEOUL CITY, KS","2000-04-20",,,"60","74","49"
"KSM00047108","SEOUL CITY, KS","2000-04-21",,,"52","59",
"KSM00047108","SEOUL CITY, KS","2000-04-22",,,"49",,"45"
"KSM00047108","SEOUL CITY, KS","2000-04-23","0.16",,"52","60","45"
"KSM00047108","SEOUL CITY, KS","2000-04-24","0.00",,"56",,"45"
"KSM00047108","SEOUL CITY, KS","2000-04-25","0.06",,"61","70","50"
"KSM00047108","SEOUL CITY, KS","2000-04-26","0.16",,"51","58",
"KSM00047108","SEOUL CITY, KS","2000-04-27","0.16",,"48","51",
"KSM00047108","SEOUL CITY, KS","2000-04-28",,,"56","67","42"
"KSM00047108","SEOUL CITY, KS","2000-04-29",,,"61","72","47"
"KSM00047108","SEOUL CITY, KS","2000-04-30",,,"58","65",
"KSM00047108","SEOUL CITY, KS","2000-05-01",,,"56","67",
"KSM00047108","SEOUL CITY, KS","2000-05-02",,,"58","69","46"
"KSM00047108","SEOUL CITY, KS","2000-05-03",,,"61","72","49"
"KSM00047108","SEOUL CITY, KS","2000-05-04",,,"65","75","52"
"KSM00047108","SEOUL CITY, KS","2000-05-05",,,"62","72","55"
"KSM00047108","SEOUL CITY, KS","2000-05-06","0.14",,"59","67",
"KSM00047108","SEOUL CITY, KS","2000-05-07","0.00",,"59","68","49"
"KSM00047108","SEOUL CITY, KS","2000-05-08",,,"64","75","50"
"KSM00047108","SEOUL CITY, KS","2000-05-09",,,"70","80","55"
"KSM00047108","SEOUL CITY, KS","2000-05-10","0.75",,"55","66",
"KSM00047108","SEOUL CITY, KS","2000-05-11","0.29",,"53","58","50"
"KSM00047108","SEOUL CITY, KS","2000-05-12",,,"58","65","49"
"KSM00047108","SEOUL CITY, KS","2000-05-13",,,"65","76","50"
"KSM00047108","SEOUL CITY, KS","2000-05-14",,,"66","76","55"
"KSM00047108","SEOUL CITY, KS","2000-05-15","0.06",,"62","72","57"
"KSM00047108","SEOUL CITY, KS","2000-05-16","0.05",,"62","68","56"
"KSM00047108","SEOUL CITY, KS","2000-05-17",,,"62","73",
"KSM00047108","SEOUL CITY, KS","2000-05-18",,,"63","75","53"
"KSM00047108","SEOUL CITY, KS","2000-05-19","0.95",,"60","68",
"KSM00047108","SEOUL CITY, KS","2000-05-20","0.10",,"59","69","53"
"KSM00047108","SEOUL CITY, KS","2000-05-21","0.03",,"65","73","52"
"KSM00047108","SEOUL CITY, KS","2000-05-22","0.00",,"68","78",
"KSM00047108","SEOUL CITY, KS","2000-05-23",,,"67","77","59"
"KSM00047108","SEOUL CITY, KS","2000-05-24",,,"72","81","63"
"KSM00047108","SEOUL CITY, KS","2000-05-25",,,"75","87","64"
"KSM00047108","SEOUL CITY, KS","2000-05-26",,,"72","82",
"KSM00047108","SEOUL CITY, KS","2000-05-27",,,"63","66",
"KSM00047108","SEOUL CITY, KS","2000-05-28",,,"65","75",
"KSM00047108","SEOUL CITY, KS","2000-05-29",,,"70","81","56"
"KSM00047108","SEOUL CITY, KS","2000-05-30",,,"66","72","60"
"KSM00047108","SEOUL CITY, KS","2000-05-31","0.03",,"67","78",
"KSM00047108","SEOUL CITY, KS","2000-06-01","0.00",,"69","79","59"
"KSM00047108","SEOUL CITY, KS","2000-06-02","0.01",,"72","83","61"
"KSM00047108","SEOUL CITY, KS","2000-06-03","0.00",,"77","89","65"
"KSM00047108","SEOUL CITY, KS","2000-06-04","0.03",,"78","90","66"
"KSM00047108","SEOUL CITY, KS","2000-06-05","0.00",,"75","88",
"KSM00047108","SEOUL CITY, KS","2000-06-06",,,"72","83","63"
"KSM00047108","SEOUL CITY, KS","2000-06-07",,,"72","81","63"
"KSM00047108","SEOUL CITY, KS","2000-06-08",,,"67","74",
"KSM00047108","SEOUL CITY, KS","2000-06-09","0.05",,"69","82","58"
"KSM00047108","SEOUL CITY, KS","2000-06-10",,,"68","78",
"KSM00047108","SEOUL CITY, KS","2000-06-11",,,"72","82","61"
"KSM00047108","SEOUL CITY, KS","2000-06-12",,,"73","85","62"
"KSM00047108","SEOUL CITY, KS","2000-06-13",,,"74","85","62"
"KSM00047108","SEOUL CITY, KS","2000-06-14","0.03",,"76","85","67"
"KSM00047108","SEOUL CITY, KS","2000-06-15","0.00",,"77","90","67"
"KSM00047108","SEOUL CITY, KS","2000-06-16",,,"78","86","68"
"KSM00047108","SEOUL CITY, KS","2000-06-17",,,"78","87",
"KSM00047108","SEOUL CITY, KS","2000-06-18",,,"79","93",
"KSM00047108","SEOUL CITY, KS","2000-06-19",,,"79","92","68"
"KSM00047108","SEOUL CITY, KS","2000-06-20",,,"80","90","69"
"KSM00047108","SEOUL CITY, KS","2000-06-21",,,"78","90",
"KSM00047108","SEOUL CITY, KS","2000-06-22","0.39",,"74","83","68"
"KSM00047108","SEOUL CITY, KS","2000-06-23","0.03",,"73","80","69"
"KSM00047108","SEOUL CITY, KS","2000-06-24","0.01",,"77","83","68"
"KSM00047108","SEOUL CITY, KS","2000-06-25","0.00",,"78","83","71"
"KSM00047108","SEOUL CITY, KS","2000-06-26",,,"75","80",
"KSM00047108","SEOUL CITY, KS","2000-06-27","1.06",,"75","85",
"KSM00047108","SEOUL CITY, KS","2000-06-28","0.00",,"79","92","68"
"KSM00047108","SEOUL CITY, KS","2000-06-29",,,"74","78","70"
"KSM00047108","SEOUL CITY, KS","2000-06-30","0.63",,"73","80",
"KSM00047108","SEOUL CITY, KS","2000-07-01",,,"80","88","68"
"KSM00047108","SEOUL CITY, KS","2000-07-02",,,"81","91",
"KSM00047108","SEOUL CITY, KS","2000-07-03",,,"82","92","74"
"KSM00047108","SEOUL CITY, KS","2000-07-04",,,"83","93","74"
"KSM00047108","SEOUL CITY, KS","2000-07-05",,,"83","93","73"
"KSM00047108","SEOUL CITY, KS","2000-07-06",,,"84","94","75"
"KSM00047108","SEOUL CITY, KS","2000-07-07",,,"80","92",
"KSM00047108","SEOUL CITY, KS","2000-07-08",,,"81","91","72"
"KSM00047108","SEOUL CITY, KS","2000-07-09",,,"80","87","73"
"KSM00047108","SEOUL CITY, KS","2000-07-10",,,"83","93","73"
"KSM00047108","SEOUL CITY, KS","2000-07-11","0.75",,"73","82",
"KSM00047108","SEOUL CITY, KS","2000-07-12","0.38",,"77","84","68"
"KSM00047108","SEOUL CITY, KS","2000-07-13",,,"78","88","74"
"KSM00047108","SEOUL CITY, KS","2000-07-14",,,"81","87","73"
"KSM00047108","SEOUL CITY, KS","2000-07-15",,,"80","87","75"
"KSM00047108","SEOUL CITY, KS","2000-07-16","0.01",,"78","83","74"
"KSM00047108","SEOUL CITY, KS","2000-07-17","0.00",,"80","87","77"
"KSM00047108","SEOUL CITY, KS","2000-07-18","0.11",,"81","90",
"KSM00047108","SEOUL CITY, KS","2000-07-19","0.63",,"80","84","76"
"KSM00047108","SEOUL CITY, KS","2000-07-20","0.11",,"82","89","77"
"KSM00047108","SEOUL CITY, KS","2000-07-21",,,"81","87","78"
"KSM00047108","SEOUL CITY, KS","2000-07-22","2.40",,"75","79",
"KSM00047108","SEOUL CITY, KS","2000-07-23",,,"77","85","73"
"KSM00047108","SEOUL CITY, KS","2000-07-24",,,"79","88",
"KSM00047108","SEOUL CITY, KS","2000-07-25",,,"77","85",
"KSM00047108","SEOUL CITY, KS","2000-07-26",,,"81","89","71"
"KSM00047108","SEOUL CITY, KS","2000-07-27",,,"83","92","74"
"KSM00047108","SEOUL CITY, KS","2000-07-28",,,"82","89","78"
"KSM00047108","SEOUL CITY, KS","2000-07-29",,,"81","85",
"KSM00047108","SEOUL CITY, KS","2000-07-30","0.05",,"73","80","70"
"KSM00047108","SEOUL CITY, KS","2000-07-31","0.02",,"77","87","69"
"KSM00047108","SEOUL CITY, KS","2000-08-01","0.00",,"79","88","70"
"KSM00047108","SEOUL CITY, KS","2000-08-02",,,"84","95","73"
"KSM00047108","SEOUL CITY, KS","2000-08-03","0.03",,"82","91","74"
"KSM00047108","SEOUL CITY, KS","2000-08-04","1.06",,"75","85","71"
"KSM00047108","SEOUL CITY, KS","2000-08-05","0.39",,"77","83","74"
"KSM00047108","SEOUL CITY, KS","2000-08-06","0.28",,"75","78",
"KSM00047108","SEOUL CITY, KS","2000-08-07","1.72",,"76","83","73"
"KSM00047108","SEOUL CITY, KS","2000-08-08",,,"79","89","73"
"KSM00047108","SEOUL CITY, KS","2000-08-09","0.62",,"80","89","74"
"KSM00047108","SEOUL CITY, KS","2000-08-10",,,"80",,"74"
"KSM00047108","SEOUL CITY, KS","2000-08-11",,,"82","91",
"KSM00047108","SEOUL CITY, KS","2000-08-12",,,"83","92","74"
"KSM00047108","SEOUL CITY, KS","2000-08-13",,,"84","92","76"
"KSM00047108","SEOUL CITY, KS","2000-08-14",,,"82","90","77"
"KSM00047108","SEOUL CITY, KS","2000-08-15",,,"82","91",
"KSM00047108","SEOUL CITY, KS","2000-08-16",,,"83","90","76"
"KSM00047108","SEOUL CITY, KS","2000-08-17",,,"83","95",
"KSM00047108","SEOUL CITY, KS","2000-08-18",,,"83",,
"KSM00047108","SEOUL CITY, KS","2000-08-19","0.56",,"74","80",
"KSM00047108","SEOUL CITY, KS","2000-08-20","2.79",,"71","76",
"KSM00047108","SEOUL CITY, KS","2000-08-21","1.06",,"73","79","66"
"KSM00047108","SEOUL CITY, KS","2000-08-22","0.04",,"77","84",
"KSM00047108","SEOUL CITY, KS","2000-08-23","0.00",,"77","86","70"
"KSM00047108","SEOUL CITY, KS","2000-08-24","0.51",,"73","78",
"KSM00047108","SEOUL CITY, KS","2000-08-25","4.89",,"72","74","69"
"KSM00047108","SEOUL CITY, KS","2000-08-26","3.03",,"72",,
"KSM00047108","SEOUL CITY, KS","2000-08-27","1.50",,"77","81",
"KSM00047108","SEOUL CITY, KS","2000-08-28",,,"77","84","74"
"KSM00047108","SEOUL CITY, KS","2000-08-29","0.39",,"82","90","74"
"KSM00047108","SEOUL CITY, KS","2000-08-30","0.00",,"84","92","76"
"KSM00047108","SEOUL CITY, KS","2000-08-31",,,"76","81",
"KSM00047108","SEOUL CITY, KS","2000-09-01","0.90",,"76","79","73"
"KSM00047108","SEOUL CITY, KS","2000-09-02",,,"78","87",
"KSM00047108","SEOUL CITY, KS","2000-09-03","0.42",,"76","88",
"KSM00047108","SEOUL CITY, KS","2000-09-04",,,"75","85",
"KSM00047108","SEOUL CITY, KS","2000-09-05",,,"75","83","65"
"KSM00047108","SEOUL CITY, KS","2000-09-06","0.22",,"72","79",
"KSM00047108","SEOUL CITY, KS","2000-09-07","0.06",,"68","73",
"KSM00047108","SEOUL CITY, KS","2000-09-08","0.06",,"68","74",
"KSM00047108","SEOUL CITY, KS","2000-09-09","0.02",,"68","73","63"
"KSM00047108","SEOUL CITY, KS","2000-09-10",,,"72","82","63"
"KSM00047108","SEOUL CITY, KS","2000-09-11",,,"69","78",
"KSM00047108","SEOUL CITY, KS","2000-09-12",,,"67","76",
"KSM00047108","SEOUL CITY, KS","2000-09-13","0.36",,"61","67","59"
"KSM00047108","SEOUL CITY, KS","2000-09-14","0.63",,"63","64","59"
"KSM00047108","SEOUL CITY, KS","2000-09-15","2.00",,"62","65",
"KSM00047108","SEOUL CITY, KS","2000-09-16","3.07",,"60","65","59"
"KSM00047108","SEOUL CITY, KS","2000-09-17","0.06",,"66","75",
"KSM00047108","SEOUL CITY, KS","2000-09-18","0.00",,"65","75",
"KSM00047108","SEOUL CITY, KS","2000-09-19",,,"68","78","53"
"KSM00047108","SEOUL CITY, KS","2000-09-20",,,"71","81","60"
"KSM00047108","SEOUL CITY, KS","2000-09-21",,,"70","78","65"
"KSM00047108","SEOUL CITY, KS","2000-09-22",,,"70","79",
"KSM00047108","SEOUL CITY, KS","2000-09-23",,,"69","79",
"KSM00047108","SEOUL CITY, KS","2000-09-24",,,"69","76","63"
"KSM00047108","SEOUL CITY, KS","2000-09-25",,,"66","77",
"KSM00047108","SEOUL CITY, KS","2000-09-26",,,"68","79","57"
"KSM00047108","SEOUL CITY, KS","2000-09-27",,,"70","79","60"
"KSM00047108","SEOUL CITY, KS","2000-09-28",,,"63","67",
"KSM00047108","SEOUL CITY, KS","2000-09-29",,,"69","80","57"
"KSM00047108","SEOUL CITY, KS","2000-09-30",,,"68","78","60"
"KSM00047108","SEOUL CITY, KS","2000-10-01",,,"69","78","60"
"KSM00047108","SEOUL CITY, KS","2000-10-02","0.05",,"65","71",
"KSM00047108","SEOUL CITY, KS","2000-10-03",,,"62","71",
"KSM00047108","SEOUL CITY, KS","2000-10-04",,,"64","70","53"
"KSM00047108","SEOUL CITY, KS","2000-10-05",,,"66","74","59"
"KSM00047108","SEOUL CITY, KS","2000-10-06",,,"66","76",
"KSM00047108","SEOUL CITY, KS","2000-10-07",,,"69","80","58"
"KSM00047108","SEOUL CITY, KS","2000-10-08",,,"69","78","60"
"KSM00047108","SEOUL CITY, KS","2000-10-09",,,"69","78","61"
"KSM00047108","SEOUL CITY, KS","2000-10-10","0.03",,"63","70",
"KSM00047108","SEOUL CITY, KS","2000-10-11","0.10",,"56","62",
"KSM00047108","SEOUL CITY, KS","2000-10-12","0.00",,"49","58",
"KSM00047108","SEOUL CITY, KS","2000-10-13","0.00",,"50","57","42"
"KSM00047108","SEOUL CITY, KS","2000-10-14",,,"53","61","44"
"KSM00047108","SEOUL CITY, KS","2000-10-15",,,"56","68",
"KSM00047108","SEOUL CITY, KS","2000-10-16",,,"53","64","43"
"KSM00047108","SEOUL CITY, KS","2000-10-17",,,"55","59","47"
"KSM00047108","SEOUL CITY, KS","2000-10-18",,,"58","68","50"
"KSM00047108","SEOUL CITY, KS","2000-10-19",,,"58","67","50"
"KSM00047108","SEOUL CITY, KS","2000-10-20",,,"60","70",
"KSM00047108","SEOUL CITY, KS","2000-10-21",,,"58","69","48"
"KSM00047108","SEOUL CITY, KS","2000-10-22",,,"58","63","50"
"KSM00047108","SEOUL CITY, KS","2000-10-23","0.02",,"62","72","55"
"KSM00047108","SEOUL CITY, KS","2000-10-24","0.00",,"59","60","57"
"KSM00047108","SEOUL CITY, KS","2000-10-25","0.66",,"54","65",
"KSM00047108","SEOUL CITY, KS","2000-10-26",,,"49","59",
"KSM00047108","SEOUL CITY, KS","2000-10-27",,,"56","66","42"
"KSM00047108","SEOUL CITY, KS","2000-10-28",,,"53","58",
"KSM00047108","SEOUL CITY, KS","2000-10-29",,,"49","54",
"KSM00047108","SEOUL CITY, KS","2000-10-30",,,"48","58","38"
"KSM00047108","SEOUL CITY, KS","2000-10-31",,,"54","61","38"
"KSM00047108","SEOUL CITY, KS","2000-11-01",,,"55","60","50"
"KSM00047108","SEOUL CITY, KS","2000-11-02",,,"56","67",
"KSM00047108","SEOUL CITY, KS","2000-11-03",,,"56","67","45"
"KSM00047108","SEOUL CITY, KS","2000-11-04",,,"56","63","49"
"KSM00047108","SEOUL CITY, KS","2000-11-05",,,"53","63",
"KSM00047108","SEOUL CITY, KS","2000-11-06",,,"57","69","44"
"KSM00047108","SEOUL CITY, KS","2000-11-07",,,"45","60",
"KSM00047108","SEOUL CITY, KS","2000-11-08",,,"37","44",
"KSM00047108","SEOUL CITY, KS","2000-11-09",,,"43","48","32"
"KSM00047108","SEOUL CITY, KS","2000-11-10","0.07",,"36","45",
"KSM00047108","SEOUL CITY, KS","2000-11-11",,,"36","44","29"
"KSM00047108","SEOUL CITY, KS","2000-11-12",,,"40","48","31"
"KSM00047108","SEOUL CITY, KS","2000-11-13",,,"45","53","34"
"KSM00047108","SEOUL CITY, KS","2000-11-14",,,"50","56","40"
"KSM00047108","SEOUL CITY, KS","2000-11-15",,,"50","56",
"KSM00047108","SEOUL CITY, KS","2000-11-16",,,"42","49",
"KSM00047108","SEOUL CITY, KS","2000-11-17",,,"39","45",
"KSM00047108","SEOUL CITY, KS","2000-11-18",,,"38","45","32"
"KSM00047108","SEOUL CITY, KS","2000-11-19",,,"45","53","34"
"KSM00047108","SEOUL CITY, KS","2000-11-20","0.55",,"37","43",
"KSM00047108","SEOUL CITY, KS","2000-11-21",,,"31","38",
"KSM00047108","SEOUL CITY, KS","2000-11-22",,,"37","45","25"
"KSM00047108","SEOUL CITY, KS","2000-11-23",,,"46","50","32"
"KSM00047108","SEOUL CITY, KS","2000-11-24",,,"48","55","42"
"KSM00047108","SEOUL CITY, KS","2000-11-25",,,"50","60","41"
"KSM00047108","SEOUL CITY, KS","2000-11-26","0.12",,"41","51",
"KSM00047108","SEOUL CITY, KS","2000-11-27",,,"38","44","31"
"KSM00047108","SEOUL CITY, KS","2000-11-28",,,"36","43",
"KSM00047108","SEOUL CITY, KS","2000-11-29",,,"41","46","29"
"KSM00047108","SEOUL CITY, KS","2000-11-30",,,"42","50",
"KSM00047108","SEOUL CITY, KS","2000-12-01",,,"43","52","35"
"KSM00047108","SEOUL CITY, KS","2000-12-02",,,"44","53","36"
"KSM00047108","SEOUL CITY, KS","2000-12-03",,,"33","45",
"KSM00047108","SEOUL CITY, KS","2000-12-04",,,"38","43","25"
"KSM00047108","SEOUL CITY, KS","2000-12-05","0.04",,"32","43",
"KSM00047108","SEOUL CITY, KS","2000-12-06","0.00",,"34","40","23"
"KSM00047108","SEOUL CITY, KS","2000-12-07",,,"42","45","32"
"KSM00047108","SEOUL CITY, KS","2000-12-08",,,"46","52",
"KSM00047108","SEOUL CITY, KS","2000-12-09",,,"48","53","39"
"KSM00047108","SEOUL CITY, KS","2000-12-10","0.09",,"29",,
"KSM00047108","SEOUL CITY, KS","2000-12-11","0.00",,"19","25",
"KSM00047108","SEOUL CITY, KS","2000-12-12",,,"26","31","15"
"KSM00047108","SEOUL CITY, KS","2000-12-13",,,"33","40","24"
"KSM00047108","SEOUL CITY, KS","2000-12-14",,,"41","45","30"
"KSM00047108","SEOUL CITY, KS","2000-12-15","0.23",,"42","50",
"KSM00047108","SEOUL CITY, KS","2000-12-16",,,"29",,
"KSM00047108","SEOUL CITY, KS","2000-12-17",,,"33","39","23"
"KSM00047108","SEOUL CITY, KS","2000-12-18",,,"38","42","30"
"KSM00047108","SEOUL CITY, KS","2000-12-19","0.07",,"33","40","30"
"KSM00047108","SEOUL CITY, KS","2000-12-20","0.00",,"32","36",
"KSM00047108","SEOUL CITY, KS","2000-12-21",,,"35",,"27"
"KSM00047108","SEOUL CITY, KS","2000-12-22",,,"43","47","34"
"KSM00047108","SEOUL CITY, KS","2000-12-23","0.55",,"35","45",
"KSM00047108","SEOUL CITY, KS","2000-12-24","0.00",,"30","35",
"KSM00047108","SEOUL CITY, KS","2000-12-25",,,"18",,
"KSM00047108","SEOUL CITY, KS","2000-12-26",,,"17","20","11"
"KSM00047108","SEOUL CITY, KS","2000-12-27",,,"28","32","16"
"KSM00047108","SEOUL CITY, KS","2000-12-28",,,"27","33",
"KSM00047108","SEOUL CITY, KS","2000-12-29",,,"30","35","20"
"KSM00047108","SEOUL CITY, KS","2000-12-30",,,"35","45",
"KSM00047108","SEOUL CITY, KS","2000-12-31","0.00",,"19",,
"KSM00047108","SEOUL CITY, KS","2001-01-01",,,"27","31","15"
"KSM00047108","SEOUL CITY, KS","2001-01-02","0.02",,"20","32",
"KSM00047108","SEOUL CITY, KS","2001-01-03","0.00",,"16","23",
"KSM00047108","SEOUL CITY, KS","2001-01-04",,,"15","20","9"
"KSM00047108","SEOUL CITY, KS","2001-01-05",,,"21","28","12"
"KSM00047108","SEOUL CITY, KS","2001-01-06",,,"30","33","16"
"KSM00047108","SEOUL CITY, KS","2001-01-07","0.87","5.9","33",,"30"
"KSM00047108","SEOUL CITY, KS","2001-01-08",,,"36","41","32"
"KSM00047108","SEOUL CITY, KS","2001-01-09","0.35","5.1","26","37",
"KSM00047108","SEOUL CITY, KS","2001-01-10",,"4.3","25","29","16"
"KSM00047108","SEOUL CITY, KS","2001-01-11","0.01","5.1","14","28",
"KSM00047108","SEOUL CITY, KS","2001-01-12","0.00","5.1","14","18","5"
"KSM00047108","SEOUL CITY, KS","2001-01-13",,"4.7","10","20",
"KSM00047108","SEOUL CITY, KS","2001-01-14",,"4.7","4","12",
"KSM00047108","SEOUL CITY, KS","2001-01-15",,"4.7","5","10","-1"
"KSM00047108","SEOUL CITY, KS","2001-01-16",,"4.7","9","14","2"
"KSM00047108","SEOUL CITY, KS","2001-01-17",,"4.7","22",,"5"
"KSM00047108","SEOUL CITY, KS","2001-01-18","0.00","4.3","31","36","24"
"KSM00047108","SEOUL CITY, KS","2001-01-19",,"4.3","34","39","26"
"KSM00047108","SEOUL CITY, KS","2001-01-20","0.05","5.1","31","38",
"KSM00047108","SEOUL CITY, KS","2001-01-21","0.00","4.3","29","34","25"
"KSM00047108","SEOUL CITY, KS","2001-01-22",,"4.3","29","36",
"KSM00047108","SEOUL CITY, KS","2001-01-23",,,"28","35","20"
"KSM00047108","SEOUL CITY, KS","2001-01-24",,"3.9","35","39","24"
"KSM00047108","SEOUL CITY, KS","2001-01-25",,"3.1","37","44","32"
"KSM00047108","SEOUL CITY, KS","2001-01-26",,"3.1","33","37",
"KSM00047108","SEOUL CITY, KS","2001-01-27","0.11","3.1","32","35","29"
"KSM00047108","SEOUL CITY, KS","2001-01-28",,"3.1","24",,
"KSM00047108","SEOUL CITY, KS","2001-01-29","0.00",,"30","35","18"
"KSM00047108","SEOUL CITY, KS","2001-01-30",,"2.8","31","37","27"
"KSM00047108","SEOUL CITY, KS","2001-01-31",,"3.5","30","35",
"KSM00047108","SEOUL CITY, KS","2001-02-01",,"3.5","19","32",
"KSM00047108","SEOUL CITY, KS","2001-02-02",,"36.2","26","30","13"
"KSM00047108","SEOUL CITY, KS","2001-02-03",,,"33","39","26"
"KSM00047108","SEOUL CITY, KS","2001-02-04",,,"34","41",
"KSM00047108","SEOUL CITY, KS","2001-02-05",,"2.0","35","42","28"
"KSM00047108","SEOUL CITY, KS","2001-02-06",,"1.6","36","43",
"KSM00047108","SEOUL CITY, KS","2001-02-07",,,"24","35",
